-6.275541521818588819e+01,-9.407197345491717044e+01,8.951983114135386188e+01,-1.594256687923037319e+01,8.142354216192367744e+01,-1.399829195678343652e+01,7.715977144136453525e+00,-2.293828796522076985e+01,-3.283717657933290468e+01,-2.208442131409409814e+00
-2.432896358354384780e+00,9.058584184158576136e+01,-1.067307866175685627e+00,-5.308312016642007336e+01,-1.567669537348871600e+01,6.084247425070108761e+01,1.025769406211334100e+01,-4.881722288886157912e+01,1.425415482871185091e+01,-1.219945341188236654e+01
-7.126685284824674227e+01,-8.064607737922665720e+00,6.611245485073132500e+01,8.138147529703948635e+01,-7.525686612337147530e+00,1.098242768100289908e+02,5.519491823614506743e+00,-1.336291301543916710e+01,3.841418344139383834e+01,-5.121715876697282788e+00
-8.477078549227677229e+01,-7.324456574699122768e+01,7.418099961983591584e+01,2.702269692411005764e+01,-1.804489701766864584e+01,5.011643388581251202e+01,-3.495112584462442662e+00,-1.131724840851003933e+01,8.318424348642039945e+00,-3.149811085182961268e+00
-6.956017104288812902e+01,-9.612940268648832998e+00,-6.749754947765936208e+01,3.486854259224429597e+01,-1.795845856065828805e+00,-6.676778439681645416e+00,-2.840879382531208197e+00,1.677825468587409929e+01,-4.931905738675605022e+01,1.050305325243193266e+01
-3.637531974732335982e+01,-1.013511572511239365e+02,5.393197311938062199e+01,-1.738138342592807639e+00,3.940696538093878765e+00,-8.232353862083746421e+00,1.765120351689434841e+01,-1.776088348701505382e+01,1.512861521311498514e+01,3.607049715626345687e+01
8.506101648617506328e+01,-4.328692110764539080e+01,4.700780857289219128e+00,-1.275260785648990947e+01,6.450378598500759608e+01,-2.780013503264573060e+01,2.355828214858326675e+01,1.984079491586102861e+01,-5.520637502257355322e+01,3.901409168741608369e+01
-1.729447771882717433e+01,-1.148562609856327157e+02,4.123813946955975496e+01,-3.196475348083359336e+01,1.152438152946072991e+00,-4.319311046764276085e+01,2.376762793458866696e+01,-3.758087411128656896e+01,-1.955362860154179572e+01,3.125474703403879673e+01
-2.681081190859890029e+01,2.729668115948788554e+01,-5.264066465272006923e+01,-1.315422342340941020e+00,-5.054191521823025113e+01,2.359884524459181421e+01,9.214152760527809960e+01,2.972346396480515551e+01,-3.041440061618790835e+01,5.022572372420982312e+00
-6.288201076150456004e+01,-1.147202325161169938e+02,7.084337695657841039e+01,3.304142954565431012e+01,-1.203052161812269993e+01,2.118179361658819460e+01,1.196370376685909598e+01,6.864911221449933265e+00,-1.220934661061365034e+01,4.263858270616817947e+01
-5.695938285672224310e+01,-2.349365188167804774e+01,-6.222215391081278568e+01,4.750021299862527080e+00,2.414189432098786980e+01,-3.775320515177947556e+01,-1.180986627506739239e+01,2.764591305961727308e+00,3.532329115206322978e-01,-2.609022234867478929e+01
